num__income,num__loan_amount,num__points,num__credit_score,num__years_employed,loan_approved
-0.10168483731360399,0.005744336569579288,0.0,0.26523297491039427,-0.6666666666666666,False
-0.13447269731114064,-0.7182443365695793,1.0,0.44086021505376344,0.7619047619047619,True
0.27075467290711946,0.19356796116504854,-0.2,-0.34050179211469533,0.8095238095238095,False
-0.4447511817645135,-0.49862459546925564,1.0,0.5842293906810035,0.7619047619047619,True
0.6192233694197993,-0.7231796116504854,1.8,0.9498207885304659,-0.19047619047619047,True
0.2799114897665351,-0.7639563106796117,0.2,-0.7132616487455197,0.47619047619047616,True
-0.09961223683707576,-0.020711974110032363,0.2,0.2724014336917563,0.3333333333333333,True
-0.691237741714907,0.7740695792880259,0.2,0.7885304659498208,-0.8571428571428571,True
-0.14167583339350104,0.48369741100323627,0.0,0.2831541218637993,0.09523809523809523,False
-0.4338615349984923,0.3149676375404531,-0.4,0.11469534050179211,-0.6666666666666666,False
-0.5944710834009335,0.6646035598705502,0.2,0.34767025089605735,0.19047619047619047,True
0.012291200366952216,0.681715210355987,-0.2,0.32616487455197135,-0.9523809523809523,False
0.5179887281113428,0.2494336569579288,-0.2,-0.4910394265232975,0.38095238095238093,False
0.34708413144024497,-0.2190938511326861,0.0,-0.3046594982078853,0.3333333333333333,False
-1.0277295256378132,0.5269012944983819,-1.4,-0.8853046594982079,-0.6666666666666666,False
0.4773012023631043,-0.3932443365695793,0.6,0.24372759856630824,0.23809523809523808,True
-0.3618981282888729,0.07722491909385114,-1.2,-0.5412186379928315,-1.0,False
0.04871460546266134,0.07839805825242718,-1.0,-0.3978494623655914,-0.9523809523809523,False
0.10328175899224049,-0.4229773462783172,0.8,0.5555555555555556,0.5238095238095238,True
0.9075866521131606,0.03871359223300971,1.6,0.8745519713261649,-0.5238095238095238,True
-0.30716108947433246,0.7719660194174758,-0.8,-0.8028673835125448,-0.2857142857142857,False
-0.22969339953196605,-0.25800970873786405,1.2,0.7741935483870968,0.7619047619047619,True
-0.09013263793623356,-0.9678398058252428,0.0,-0.1003584229390681,-0.047619047619047616,False
-0.7733942655222061,-0.6599919093851133,-0.2,0.0931899641577061,0.6190476190476191,False
0.4830263364663011,0.2927588996763754,0.8,0.5232974910394266,0.38095238095238093,True
-0.828437097849677,-0.857888349514563,0.6,0.7025089605734767,0.6666666666666666,True
-0.17526215423035596,0.7689724919093851,-0.8,-0.5842293906810035,-0.5714285714285714,False
0.46316674665432167,0.32645631067961167,-0.2,-0.2616487455197133,0.9047619047619048,False
0.4356283419620901,0.5634304207119741,-0.2,-0.4982078853046595,0.14285714285714285,False
0.9516718835606257,0.708252427184466,-0.2,-0.021505376344086023,0.0,False
0.2382726064225132,0.8266181229773463,0.2,0.035842293906810034,0.8571428571428571,True
-0.40515092184002754,-0.2184061488673139,-0.2,0.14336917562724014,-0.7142857142857143,False
0.8952699689534642,0.4451051779935275,-0.2,-0.24014336917562723,0.19047619047619047,False
0.8917363550262685,0.39809870550161813,1.6,0.8637992831541219,-0.47619047619047616,True
0.6688298726285076,-0.3641585760517799,0.0,-0.4731182795698925,-0.5238095238095238,False
-0.988112277184831,0.48009708737864076,-1.2,-0.3655913978494624,-0.5238095238095238,False
0.6573286388366256,-0.6684061488673139,1.8,0.8924731182795699,-0.5238095238095238,True
-0.8848729895138308,0.9467637540453074,-1.2,-0.6594982078853047,0.38095238095238093,False
0.1892946787681618,0.33661003236245957,-0.2,-0.7132616487455197,0.047619047619047616,False
0.9504826865658964,-0.2206715210355987,0.0,-0.48028673835125446,0.3333333333333333,False
0.5380351917367797,-0.8802588996763754,1.0,0.6559139784946236,-1.0,True
0.1880035506024557,-0.61792071197411,0.0,-0.8351254480286738,-0.2857142857142857,False
0.09934042038113763,0.6342233009708738,-0.4,0.14336917562724014,-0.8571428571428571,False
0.4935762126623997,-0.6656148867313916,0.2,-0.22939068100358423,0.09523809523809523,True
-0.5261602103179828,0.16893203883495145,-0.2,0.3906810035842294,-0.8095238095238095,False
-0.8448819934339338,0.2386326860841424,-1.4,-0.34767025089605735,-0.7142857142857143,False
0.8195351089177033,-0.10894012944983819,0.6,0.035842293906810034,-0.047619047619047616,True
-0.6121051759799195,-0.8631472491909385,-0.4,-0.9283154121863799,-0.6666666666666666,False
-0.7403345890687313,0.031998381877022655,0.2,0.8136200716845878,-0.6666666666666666,True
0.7183004676092468,-0.7609223300970874,1.2,0.5161290322580645,0.47619047619047616,True
0.90802835385406,-0.8776699029126214,0.2,-0.3978494623655914,0.0,True
-0.18796957354546343,-0.15080906148867315,1.0,0.6164874551971327,-0.19047619047619047,True
-0.4727652652546368,-0.0741504854368932,-1.0,-0.8709677419354839,-0.8095238095238095,False
0.43411636292593425,-0.5155339805825243,0.0,-0.8817204301075269,-0.047619047619047616,False
0.3621869332733072,0.0340210355987055,1.4,0.6129032258064516,0.0,True
0.16219797581682968,0.2789239482200647,1.2,0.7562724014336918,-0.38095238095238093,True
-0.8935031619898663,0.7310275080906149,-0.6,0.15053763440860216,-0.19047619047619047,False
-0.8461391445426476,-0.5861245954692557,-0.4,0.1971326164874552,-0.09523809523809523,False
0.29871779081175437,-0.5178802588996764,0.0,-0.5663082437275986,0.6190476190476191,False
-0.8699910385512183,0.8786812297734627,0.4,0.8136200716845878,0.047619047619047616,True
-0.05134782737956195,-0.024514563106796117,0.2,0.3978494623655914,-0.8571428571428571,True
0.9990019239508522,-0.452831715210356,0.6,0.30824372759856633,-0.5714285714285714,True
0.09815122338640833,0.5469255663430421,0.0,0.3225806451612903,0.8095238095238095,False
-0.14709517398376745,0.4086569579288026,-0.6,-0.946236559139785,-0.3333333333333333,False
-0.4458724246452583,0.1335355987055016,-0.8,-0.8602150537634409,0.47619047619047616,False
-0.8919402173682222,-0.8704692556634305,-0.2,0.03225806451612903,-0.5238095238095238,False
0.8830212399077523,0.7640776699029126,0.4,0.07885304659498207,0.9047619047619048,True
0.6852917567412604,-0.26407766990291265,0.8,0.6738351254480287,-0.9523809523809523,True
0.6243369164971353,0.7414644012944984,0.4,0.07526881720430108,0.19047619047619047,True
0.8019180048672134,-0.8337783171521036,1.0,0.3763440860215054,-0.7142857142857143,True
-0.3549668086624507,0.0929611650485437,0.8,0.6451612903225806,0.9047619047619048,True
0.8803370524053633,-0.5991504854368932,1.8,0.899641577060932,0.8571428571428571,True
-0.23725329471274523,-0.23535598705501617,0.6,0.36200716845878134,0.2857142857142857,True
0.1364943322021805,-0.1558252427184466,-0.2,-0.989247311827957,-0.2857142857142857,False
-0.41342433521764427,0.9467233009708738,0.8,0.8279569892473119,-0.2857142857142857,True
0.21504928796829942,-0.9427184466019417,1.2,0.32616487455197135,0.09523809523809523,True
0.8944545195856498,0.2550161812297735,0.0,-0.6666666666666666,0.047619047619047616,False
0.8616836481166092,0.8664644012944984,0.2,0.5519713261648745,-1.0,True
0.5647411585327008,-0.09538834951456311,1.6,0.921146953405018,0.2857142857142857,True
-0.4145795551553813,0.26792071197411005,-1.0,-0.3655913978494624,-0.6190476190476191,False
-0.9471699235091504,0.08762135922330097,-1.2,0.1003584229390681,-0.9523809523809523,False
0.38539326319902484,0.7545711974110032,0.4,0.021505376344086023,-0.09523809523809523,True
-0.4459403787592428,-0.09991909385113269,0.4,0.4265232974910394,0.19047619047619047,True
-0.42611476600425563,0.5119741100323625,-0.8,-0.2078853046594982,-0.47619047619047616,False
0.7375654589238617,0.9745954692556634,-0.2,-0.6272401433691757,-0.5238095238095238,False
-0.9525213099854324,-0.6446601941747573,-1.0,-0.8853046594982079,0.8571428571428571,False
0.4413534760652869,0.23207928802588998,0.8,0.7777777777777778,-0.8095238095238095,True
-0.44030018729852666,0.8679611650485437,-1.0,-0.16129032258064516,-0.7619047619047619,False
-0.050243573027313304,-0.10542071197411003,1.2,0.953405017921147,0.38095238095238093,True
-0.2601538311255325,-0.6147249190938512,0.4,0.24372759856630824,-0.2857142857142857,True
